node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NTS	CHGA	4434454	4432969	9606.ENSP00000256010	9606.ENSP00000216492	0	0	0	0	0.061	0	0	0.515	0.525
CD44	DCN	4448037	4432629	9606.ENSP00000398632	9606.ENSP00000052754	0	0	0	0	0	0	0	0.525	0.525
PTPRN	SNAP25	4437181	4434401	9606.ENSP00000295718	9606.ENSP00000254976	0	0	0	0	0.396	0	0	0.246	0.525
GAD2	GABRB1	4444701	4437154	9606.ENSP00000365437	9606.ENSP00000295454	0	0	0	0	0.142	0	0	0.469	0.525
PLP1	ELFN2	4451549	4447217	9606.ENSP00000481006	9606.ENSP00000385277	0	0	0	0	0.525	0	0	0	0.525
GLRB	FAT2	4435432	4434953	9606.ENSP00000264428	9606.ENSP00000261800	0	0	0	0	0.095	0	0	0.497	0.525
SPHKAP	SULT4A1	4445984	4440370	9606.ENSP00000375909	9606.ENSP00000332565	0	0	0	0	0.346	0	0	0.302	0.525
FCGR1B	FCER1G	4443305	4436828	9606.ENSP00000358391	9606.ENSP00000289902	0	0	0	0	0.331	0	0	0.319	0.525
KCNQ3	KCNH2	4445817	4435024	9606.ENSP00000373648	9606.ENSP00000262186	0	0	0	0	0.062	0	0	0.515	0.525
CENPF	IL21R	4442771	4440838	9606.ENSP00000355922	9606.ENSP00000338010	0	0	0	0	0	0	0	0.525	0.525
HSPB1	ARRDC2	4434059	4433213	9606.ENSP00000248553	9606.ENSP00000222250	0	0	0	0	0	0	0	0.525	0.525
PIK3AP1	FGFR3	4440995	4440994	9606.ENSP00000339826	9606.ENSP00000339824	0	0	0	0	0.062	0.380	0	0.249	0.525
GABRA5	KCNS1	4440689	4438345	9606.ENSP00000335592	9606.ENSP00000307694	0	0	0	0	0.171	0	0	0.451	0.525
OSBPL1A	GPR4	4439350	4439307	9606.ENSP00000320291	9606.ENSP00000319744	0	0	0	0	0	0	0	0.525	0.525
AJAP1	CBLN1	4445021	4433067	9606.ENSP00000367433	9606.ENSP00000219197	0	0	0	0	0.126	0	0	0.477	0.524
GRM1	CBLN1	4442566	4433067	9606.ENSP00000354896	9606.ENSP00000219197	0	0	0	0	0.230	0	0	0.406	0.524
SYNPR	CBLN4	4449001	4432644	9606.ENSP00000418994	9606.ENSP00000064571	0	0	0	0	0.432	0	0	0.196	0.524
SYT16	FOSB	4451317	4433953	9606.ENSP00000478637	9606.ENSP00000245919	0	0	0	0	0	0	0	0.524	0.524
PTPRC	LYZ	4448605	4434847	9606.ENSP00000411355	9606.ENSP00000261267	0	0	0	0	0.334	0	0	0.315	0.524
NRXN3	GRIA1	4450365	4449480	9606.ENSP00000451648	9606.ENSP00000428994	0	0	0	0	0.188	0	0	0.438	0.524
NPY	SYP	4447109	4435219	9606.ENSP00000384364	9606.ENSP00000263233	0	0	0	0	0.111	0	0	0.487	0.524
ACTN1	PDLIM7	4446270	4441798	9606.ENSP00000377941	9606.ENSP00000348099	0	0	0	0	0.227	0.251	0	0.242	0.524
OTX2	CALB1	4441368	4435604	9606.ENSP00000343819	9606.ENSP00000265431	0	0	0	0	0.122	0	0	0.480	0.524
PLP1	FOLH1	4451549	4434525	9606.ENSP00000481006	9606.ENSP00000256999	0	0	0	0	0.088	0	0	0.500	0.524
PTPRC	C1QC	4448605	4444427	9606.ENSP00000411355	9606.ENSP00000363770	0	0	0	0	0.420	0	0	0.211	0.523
SPAG6	EYA1	4444756	4441270	9606.ENSP00000365811	9606.ENSP00000342626	0	0	0	0	0	0	0	0.523	0.523
AQP4	ABCC8	4445746	4438006	9606.ENSP00000372654	9606.ENSP00000303960	0	0	0	0	0.335	0.079	0	0.285	0.523
EPHB6	SEMA3A	4451629	4435593	9606.ENSP00000481994	9606.ENSP00000265362	0	0	0	0	0	0.059	0	0.514	0.523
ABCC4	LGALS3	4444792	4434352	9606.ENSP00000366084	9606.ENSP00000254301	0	0	0	0	0	0.519	0	0.049	0.523
NEUROD1	FGF2	4437120	4435443	9606.ENSP00000295108	9606.ENSP00000264498	0	0	0	0	0	0	0	0.523	0.523
SLC8A2	NEFM	4433669	4433145	9606.ENSP00000236877	9606.ENSP00000221166	0	0	0	0	0.364	0.170	0	0.169	0.523
RIMS1	SYP	4449449	4435219	9606.ENSP00000428417	9606.ENSP00000263233	0	0	0	0	0.197	0	0	0.431	0.523
SEMA3B	EPHB6	4451835	4451629	9606.ENSP00000484146	9606.ENSP00000481994	0	0	0	0	0	0.059	0	0.514	0.523
VIP	VGF	4442841	4434091	9606.ENSP00000356213	9606.ENSP00000249330	0	0	0	0	0.064	0	0	0.511	0.523
PTPRC	PRDM1	4448605	4443256	9606.ENSP00000411355	9606.ENSP00000358092	0	0	0	0	0.095	0	0	0.494	0.523
VIP	SYP	4442841	4435219	9606.ENSP00000356213	9606.ENSP00000263233	0	0	0	0	0.133	0	0	0.473	0.523
SPAG6	RSPH4A	4444756	4433473	9606.ENSP00000365811	9606.ENSP00000229554	0	0	0	0	0.148	0	0	0.463	0.523
LAMP5	SLC32A1	4433965	4433019	9606.ENSP00000246070	9606.ENSP00000217420	0	0	0	0	0.296	0.085	0	0.319	0.523
SYNPR	GABRA6	4449001	4436143	9606.ENSP00000418994	9606.ENSP00000274545	0	0	0	0	0.523	0	0	0.042	0.523
GABRA1	MOBP	4447776	4438771	9606.ENSP00000393097	9606.ENSP00000312293	0	0	0	0	0.350	0	0	0.297	0.523
SEMA3B	EPHA5	4451835	4451522	9606.ENSP00000484146	9606.ENSP00000480763	0	0	0	0	0.061	0.059	0	0.502	0.522
ITGB2	ACTN1	4446737	4446270	9606.ENSP00000380948	9606.ENSP00000377941	0	0	0	0	0.077	0.260	0	0.356	0.522
SRC	EPB41	4444215	4441504	9606.ENSP00000362680	9606.ENSP00000345259	0	0	0	0	0	0.063	0	0.511	0.522
PAX3	CDH15	4445987	4436822	9606.ENSP00000375921	9606.ENSP00000289746	0	0	0	0	0.062	0.064	0	0.499	0.522
SRC	CSF1R	4444215	4436666	9606.ENSP00000362680	9606.ENSP00000286301	0	0	0	0.690	0.051	0.404	0	0.630	0.522
COL11A1	SOX9	4443457	4433933	9606.ENSP00000359114	9606.ENSP00000245479	0	0	0	0	0.088	0.050	0	0.493	0.522
NEUROD1	CALB1	4437120	4435604	9606.ENSP00000295108	9606.ENSP00000265431	0	0	0	0	0.107	0	0	0.486	0.522
KCNMA1	CAMK4	4436684	4436485	9606.ENSP00000286628	9606.ENSP00000282356	0	0.002	0	0	0.100	0	0	0.491	0.522
ATP2A3	ATP2B4	4442318	4442031	9606.ENSP00000353072	9606.ENSP00000350310	0	0	0.446	0.676	0.064	0.261	0	0.730	0.522
NEFH	CNTNAP1	4438741	4435462	9606.ENSP00000311997	9606.ENSP00000264638	0	0	0	0	0.127	0	0	0.474	0.522
ERMN	PPP1R14A	4446666	4437734	9606.ENSP00000380453	9606.ENSP00000301242	0	0	0	0	0.141	0	0	0.466	0.522
RPS6KA2	MAPK14	4449383	4433482	9606.ENSP00000427015	9606.ENSP00000229795	0	0	0	0.651	0.061	0.374	0	0.646	0.522
IL1R2	CXCL8	4440220	4438229	9606.ENSP00000330959	9606.ENSP00000306512	0	0	0	0	0.134	0	0	0.471	0.522
FOXP3	KLF2	4444690	4434041	9606.ENSP00000365380	9606.ENSP00000248071	0	0	0	0	0.070	0.299	0	0.327	0.522
ZIC4	GRM1	4449752	4442566	9606.ENSP00000435509	9606.ENSP00000354896	0	0	0	0	0.184	0	0	0.437	0.521
RIT2	EGR1	4439475	4433758	9606.ENSP00000321805	9606.ENSP00000239938	0	0	0	0	0	0.083	0	0.500	0.521
GABRG2	PPP3CA	4448565	4446333	9606.ENSP00000410732	9606.ENSP00000378323	0	0	0	0	0.115	0.457	0	0.083	0.521
IL1R1	STAT1	4447368	4442456	9606.ENSP00000386380	9606.ENSP00000354394	0	0	0	0	0	0.063	0	0.510	0.521
SRC	CCL2	4444215	4433339	9606.ENSP00000362680	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.511	0.521
CGN	YBX3	4435986	4433404	9606.ENSP00000271636	9606.ENSP00000228251	0	0	0	0	0	0	0	0.521	0.521
PAX6	SDC4	4448302	4444011	9606.ENSP00000404100	9606.ENSP00000361818	0	0	0	0	0	0.412	0	0.220	0.521
ABCC8	CHGA	4438006	4432969	9606.ENSP00000303960	9606.ENSP00000216492	0	0	0	0	0.366	0	0	0.275	0.521
SNAI2	TSPAN6	4446599	4444083	9606.ENSP00000380034	9606.ENSP00000362111	0	0	0	0	0.070	0	0	0.507	0.521
FGF9	DHH	4445677	4435735	9606.ENSP00000371790	9606.ENSP00000266991	0	0	0	0	0	0	0	0.521	0.521
CPNE4	CHN2	4451337	4433253	9606.ENSP00000478878	9606.ENSP00000222792	0	0	0	0	0.052	0	0	0.516	0.521
KCNK2	POPDC3	4447830	4434382	9606.ENSP00000394033	9606.ENSP00000254765	0	0	0	0	0.069	0	0	0.506	0.521
CASP8	BIRC5	4442125	4437778	9606.ENSP00000351273	9606.ENSP00000301633	0	0	0	0	0.060	0.181	0	0.428	0.521
MAG	SYP	4445997	4435219	9606.ENSP00000376048	9606.ENSP00000263233	0	0	0	0	0.310	0	0	0.335	0.521
SNAP25	PVALB	4434401	4432927	9606.ENSP00000254976	9606.ENSP00000216200	0	0	0	0	0.233	0	0	0.401	0.521
RASGRF1	HS3ST4	4448384	4440197	9606.ENSP00000405963	9606.ENSP00000330606	0	0	0	0	0.118	0	0	0.477	0.520
FCGR2A	CCL2	4435978	4433339	9606.ENSP00000271450	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.510	0.520
GRIA3	GABRB2	4451590	4436144	9606.ENSP00000481554	9606.ENSP00000274547	0	0	0	0	0.224	0	0	0.407	0.520
IL1R1	FOXP3	4447368	4444690	9606.ENSP00000386380	9606.ENSP00000365380	0	0	0	0	0	0	0	0.520	0.520
PTPRC	IL33	4448605	4445550	9606.ENSP00000411355	9606.ENSP00000370842	0	0	0	0	0.061	0	0	0.510	0.520
GRIA1	GABRG1	4449480	4437152	9606.ENSP00000428994	9606.ENSP00000295452	0	0	0	0	0.276	0	0	0.364	0.520
C12orf55	SYT1	4449600	4434836	9606.ENSP00000431759	9606.ENSP00000261205	0	0	0	0	0	0	0	0.520	0.520
KCNS1	GABRA6	4438345	4436143	9606.ENSP00000307694	9606.ENSP00000274545	0	0	0	0	0.214	0	0	0.415	0.520
GRM1	PVALB	4442566	4432927	9606.ENSP00000354896	9606.ENSP00000216200	0	0	0	0	0.172	0.061	0	0.432	0.520
GPRIN3	SH2D5	4451172	4448390	9606.ENSP00000476603	9606.ENSP00000406026	0	0	0	0	0	0	0	0.520	0.520
CXCL12	FOXP3	4446453	4444690	9606.ENSP00000379140	9606.ENSP00000365380	0	0	0	0	0	0	0	0.520	0.520
AHNAK2	MYOF	4442323	4442225	9606.ENSP00000353114	9606.ENSP00000352208	0	0	0	0	0.214	0	0	0.414	0.520
SYBU	KIF5C	4448441	4447796	9606.ENSP00000407118	9606.ENSP00000393379	0	0	0	0	0.108	0	0	0.484	0.520
GJA1	CLDN11	4436500	4432645	9606.ENSP00000282561	9606.ENSP00000064724	0	0	0	0	0.075	0	0	0.503	0.520
CYR61	DUSP1	4448043	4433734	9606.ENSP00000398736	9606.ENSP00000239223	0	0	0	0	0.182	0	0	0.438	0.520
ITGB2	S100A8	4446737	4443164	9606.ENSP00000380948	9606.ENSP00000357722	0	0	0	0	0.346	0	0	0.295	0.519
KCNS3	SNCG	4447294	4443864	9606.ENSP00000385968	9606.ENSP00000361087	0	0	0	0	0.065	0	0	0.507	0.519
ANXA1	LGALS3	4444796	4434352	9606.ENSP00000366109	9606.ENSP00000254301	0	0	0	0	0.229	0	0	0.402	0.519
INA	SYP	4443408	4435219	9606.ENSP00000358865	9606.ENSP00000263233	0	0	0	0	0.178	0	0	0.439	0.519
SCGN	PVALB	4444978	4432927	9606.ENSP00000367197	9606.ENSP00000216200	0	0	0	0	0.122	0	0	0.474	0.519
COL18A1	SERPINF1	4441742	4434379	9606.ENSP00000347665	9606.ENSP00000254722	0	0	0	0	0.064	0	0	0.507	0.519
BCL11B	CALB2	4441965	4438327	9606.ENSP00000349723	9606.ENSP00000307508	0	0	0	0	0.061	0.080	0	0.488	0.519
NEFH	PVALB	4438741	4432927	9606.ENSP00000311997	9606.ENSP00000216200	0	0	0	0	0.194	0	0	0.427	0.519
PLP1	ATP1A2	4451549	4442474	9606.ENSP00000481006	9606.ENSP00000354490	0	0	0	0	0.428	0	0	0.194	0.519
CAMK2A	CHRM1	4446806	4438226	9606.ENSP00000381412	9606.ENSP00000306490	0	0	0	0	0.350	0.182	0	0.167	0.519
FOS	TNFRSF11B	4438204	4437397	9606.ENSP00000306245	9606.ENSP00000297350	0	0	0	0	0.051	0	0	0.514	0.519
SDC1	CDH1	4445506	4434944	9606.ENSP00000370542	9606.ENSP00000261769	0	0	0	0	0.091	0	0	0.492	0.518
KCTD16	PRELID2	4449367	4440705	9606.ENSP00000426548	9606.ENSP00000335675	0	0	0	0	0	0	0	0.518	0.518
SEMA3B	SLIT2	4451835	4449223	9606.ENSP00000484146	9606.ENSP00000422591	0	0	0	0	0.061	0	0	0.508	0.518
SYNPR	SPHKAP	4449001	4445984	9606.ENSP00000418994	9606.ENSP00000375909	0	0	0	0	0.518	0	0	0	0.518
CALB1	NTS	4435604	4434454	9606.ENSP00000265431	9606.ENSP00000256010	0	0	0	0	0.078	0	0	0.499	0.518
GRIA1	CALB1	4449480	4435604	9606.ENSP00000428994	9606.ENSP00000265431	0	0	0	0	0.098	0.057	0	0.479	0.518
RGS4	SNAP25	4447969	4434401	9606.ENSP00000397181	9606.ENSP00000254976	0	0	0	0	0.349	0	0	0.289	0.518
PAX6	ZIC2	4448302	4444713	9606.ENSP00000404100	9606.ENSP00000365514	0	0	0	0	0.105	0.058	0	0.474	0.518
PPP1R14A	PGM2L1	4437734	4437466	9606.ENSP00000301242	9606.ENSP00000298198	0	0	0	0	0	0	0	0.518	0.518
PJA1	COL4A5	4442591	4440310	9606.ENSP00000355014	9606.ENSP00000331902	0	0	0	0	0.101	0	0	0.485	0.518
SLC39A7	MT1H	4444434	4440195	9606.ENSP00000363809	9606.ENSP00000330587	0	0	0	0	0	0	0	0.518	0.518
GFRA1	KIT	4441735	4436763	9606.ENSP00000347591	9606.ENSP00000288135	0	0	0	0	0	0.063	0	0.507	0.518
GJA1	CNTNAP1	4436500	4435462	9606.ENSP00000282561	9606.ENSP00000264638	0	0	0	0	0.065	0	0	0.505	0.517
CXCL14	CCL2	4440759	4433339	9606.ENSP00000337065	9606.ENSP00000225831	0	0	0	0	0	0	0	0.517	0.517
CGN	EMP1	4435986	4434519	9606.ENSP00000271636	9606.ENSP00000256951	0	0	0	0	0	0	0	0.517	0.517
TENM2	ZIC2	4449503	4444713	9606.ENSP00000429430	9606.ENSP00000365514	0	0	0	0	0.050	0	0	0.512	0.517
SLC12A5	SYT1	4447521	4434836	9606.ENSP00000387694	9606.ENSP00000261205	0	0	0	0	0.231	0	0	0.398	0.517
SLITRK1	KCNF1	4444826	4437114	9606.ENSP00000366288	9606.ENSP00000295082	0	0	0	0	0.190	0	0	0.428	0.517
SPP1	FGF9	4446370	4445677	9606.ENSP00000378517	9606.ENSP00000371790	0	0	0	0	0	0	0	0.516	0.517
SPP1	CASP8	4446370	4442125	9606.ENSP00000378517	9606.ENSP00000351273	0	0	0	0	0	0.379	0	0.255	0.517
CPLX3	SYT1	4446362	4434836	9606.ENSP00000378464	9606.ENSP00000261205	0	0	0	0	0.172	0	0	0.441	0.517
CMIP	P2RY1	4450186	4438073	9606.ENSP00000446100	9606.ENSP00000304767	0	0	0	0	0	0.517	0	0	0.517
CAMK2A	SYP	4446806	4435219	9606.ENSP00000381412	9606.ENSP00000263233	0	0	0	0	0.315	0	0	0.324	0.517
TXNIP	KLF2	4450672	4434041	9606.ENSP00000462521	9606.ENSP00000248071	0	0	0	0	0.076	0.064	0	0.485	0.516
FGF5	KLF2	4438719	4434041	9606.ENSP00000311697	9606.ENSP00000248071	0	0	0	0	0	0.053	0	0.510	0.516
KCNC2	CALB1	4450280	4435604	9606.ENSP00000449253	9606.ENSP00000265431	0	0	0	0	0.096	0.185	0	0.395	0.516
DPP10	SNCB	4446113	4438384	9606.ENSP00000376855	9606.ENSP00000308057	0	0	0	0	0.171	0	0	0.440	0.516
MAPK8IP2	LRP2	4440194	4435321	9606.ENSP00000330572	9606.ENSP00000263816	0	0	0	0	0.096	0.415	0	0.158	0.516
LPAR1	TESC	4444391	4440593	9606.ENSP00000363553	9606.ENSP00000334785	0	0	0	0	0	0.516	0	0	0.516
SYNPO	SMPDL3B	4446248	4444283	9606.ENSP00000377789	9606.ENSP00000363001	0	0	0	0	0	0	0	0.516	0.516
TRIL	MYRF	4451374	4436311	9606.ENSP00000479256	9606.ENSP00000278836	0	0	0	0	0.069	0	0	0.502	0.516
LHX2	NEUROD1	4444226	4437120	9606.ENSP00000362717	9606.ENSP00000295108	0	0	0	0	0.082	0	0	0.495	0.516
CARTPT	SST	4437334	4436733	9606.ENSP00000296777	9606.ENSP00000287641	0	0	0	0	0.231	0	0	0.397	0.516
FAM19A2	LINGO2	4447829	4445302	9606.ENSP00000393987	9606.ENSP00000369328	0	0	0	0	0.083	0	0	0.494	0.516
ATP2B4	CALB1	4442031	4435604	9606.ENSP00000350310	9606.ENSP00000265431	0	0	0	0	0.061	0.320	0	0.302	0.516
INA	SNAP25	4443408	4434401	9606.ENSP00000358865	9606.ENSP00000254976	0	0	0	0	0.369	0	0	0.265	0.516
SREBF1	SIRT6	4441794	4440776	9606.ENSP00000348069	9606.ENSP00000337332	0	0	0	0	0.069	0.079	0	0.481	0.516
NRXN3	SLITRK1	4450365	4444826	9606.ENSP00000451648	9606.ENSP00000366288	0	0	0	0	0.171	0	0	0.439	0.516
PAX6	SFRP2	4448302	4436112	9606.ENSP00000404100	9606.ENSP00000274063	0	0	0	0	0	0.050	0	0.511	0.516
CCNJL	OIT3	4446211	4440495	9606.ENSP00000377547	9606.ENSP00000333900	0	0	0	0	0	0	0	0.516	0.516
SIRT6	PPAP2C	4440776	4440122	9606.ENSP00000337332	9606.ENSP00000329697	0.046	0	0	0	0	0	0	0.513	0.516
ANGPT2	CCL2	4438957	4433339	9606.ENSP00000314897	9606.ENSP00000225831	0	0	0	0	0	0	0	0.516	0.516
NRXN3	SNAP25	4450365	4434401	9606.ENSP00000451648	9606.ENSP00000254976	0	0	0	0	0.256	0	0	0.374	0.515
SRC	KIT	4444215	4436763	9606.ENSP00000362680	9606.ENSP00000288135	0	0	0	0.671	0.048	0.334	0	0.819	0.515
CAMK2A	CALB2	4446806	4438327	9606.ENSP00000381412	9606.ENSP00000307508	0	0	0	0	0.117	0.308	0	0.269	0.515
ADAMTS3	DCN	4436687	4432629	9606.ENSP00000286657	9606.ENSP00000052754	0	0	0	0	0.061	0	0	0.504	0.515
NSF	SNCB	4446795	4438384	9606.ENSP00000381293	9606.ENSP00000308057	0	0	0	0	0.348	0	0	0.286	0.515
TMTC4	UGT8	4441372	4438710	9606.ENSP00000343871	9606.ENSP00000311648	0	0	0	0	0	0	0	0.515	0.515
MSI2	FLT3	4436564	4433801	9606.ENSP00000284073	9606.ENSP00000241453	0	0	0	0	0.049	0	0	0.510	0.515
SLC12A5	GABRA4	4447521	4435414	9606.ENSP00000387694	9606.ENSP00000264318	0	0	0	0	0.210	0.065	0	0.396	0.515
RAB3C	SYP	4436512	4435219	9606.ENSP00000282878	9606.ENSP00000263233	0	0	0	0	0.285	0.185	0	0.235	0.515
PLP1	MYRF	4451549	4436311	9606.ENSP00000481006	9606.ENSP00000278836	0	0	0	0	0.098	0	0	0.485	0.515
FCGR2A	CD93	4435978	4433960	9606.ENSP00000271450	9606.ENSP00000246006	0	0	0	0	0.211	0	0	0.410	0.515
SYNPR	SLC1A2	4449001	4436284	9606.ENSP00000418994	9606.ENSP00000278379	0	0	0	0	0.366	0.123	0	0.198	0.515
PTPN13	NGEF	4447867	4435368	9606.ENSP00000394794	9606.ENSP00000264051	0	0	0	0	0	0.064	0	0.503	0.515
MLF1	ADAM23	4446079	4435422	9606.ENSP00000376568	9606.ENSP00000264377	0	0	0	0	0	0	0	0.515	0.515
MCF2	NGEF	4449541	4435368	9606.ENSP00000430276	9606.ENSP00000264051	0	0	0	0	0.061	0	0	0.504	0.515
GRIA3	BCL11A	4451590	4440896	9606.ENSP00000481554	9606.ENSP00000338774	0	0	0	0	0	0.050	0	0.510	0.515
CFAP43	RSPH1	4441942	4436913	9606.ENSP00000349568	9606.ENSP00000291536	0	0	0	0	0.196	0	0	0.421	0.515
SVOP	SV2C	4451357	4449252	9606.ENSP00000479104	9606.ENSP00000423541	0	0	0.409	0.622	0.157	0	0	0.870	0.515
PACRG	C6orf118	4440832	4433497	9606.ENSP00000337946	9606.ENSP00000230301	0	0	0	0	0	0	0	0.514	0.514
LPL	PCSK9	4438536	4437942	9606.ENSP00000309757	9606.ENSP00000303208	0	0	0	0	0	0	0	0.514	0.514
APOE	NEFM	4434227	4433145	9606.ENSP00000252486	9606.ENSP00000221166	0	0	0	0	0.067	0.379	0	0.230	0.514
CD44	SOX10	4448037	4446610	9606.ENSP00000398632	9606.ENSP00000380093	0	0	0	0	0	0	0	0.514	0.514
MAG	GABRA6	4445997	4436143	9606.ENSP00000376048	9606.ENSP00000274545	0	0	0	0	0.507	0	0	0.053	0.514
GJB6	GJA1	4441840	4436500	9606.ENSP00000348521	9606.ENSP00000282561	0	0	0	0.901	0.062	0.189	0.360	0.836	0.514
SEC16B	PCSK1	4438404	4438382	9606.ENSP00000308339	9606.ENSP00000308024	0	0	0	0	0.112	0	0	0.476	0.514
EFEMP1	AEBP1	4446285	4433280	9606.ENSP00000378058	9606.ENSP00000223357	0	0	0	0	0.114	0	0	0.474	0.514
TXNRD1	GLRX2	4449713	4442884	9606.ENSP00000434516	9606.ENSP00000356410	0.069	0	0	0.730	0.082	0.379	0	0.607	0.514
SLC25A13	SLC7A11	4448105	4436386	9606.ENSP00000400101	9606.ENSP00000280612	0	0	0	0	0.061	0	0	0.504	0.514
SLC1A3	SLC32A1	4435561	4433019	9606.ENSP00000265113	9606.ENSP00000217420	0	0	0	0	0.163	0.093	0	0.411	0.514
SLC1A3	SNAP25	4435561	4434401	9606.ENSP00000265113	9606.ENSP00000254976	0	0	0	0	0.160	0	0	0.445	0.514
GABRA1	CHRM1	4447776	4438226	9606.ENSP00000393097	9606.ENSP00000306490	0	0	0	0	0.351	0	0	0.282	0.514
CHN1	ARHGEF4	4447417	4439086	9606.ENSP00000386741	9606.ENSP00000316845	0	0	0	0	0.107	0.315	0	0.269	0.514
KCNK2	KCNH2	4447830	4435024	9606.ENSP00000394033	9606.ENSP00000262186	0	0	0	0	0.059	0.098	0	0.473	0.514
CAMK2A	LIN7B	4446806	4433159	9606.ENSP00000381412	9606.ENSP00000221459	0	0	0	0	0.064	0.463	0	0.110	0.513
MAL2	CHD7	4451417	4447723	9606.ENSP00000479708	9606.ENSP00000392028	0	0	0	0	0	0	0	0.513	0.513
DGKB	CHRM1	4447271	4438226	9606.ENSP00000385780	9606.ENSP00000306490	0	0	0	0	0.120	0	0	0.469	0.513
TGFB2	FGF13	4442765	4439521	9606.ENSP00000355896	9606.ENSP00000322390	0	0	0	0	0.061	0.050	0	0.498	0.513
PTPRC	MBP	4448605	4446738	9606.ENSP00000411355	9606.ENSP00000380958	0	0	0	0	0	0	0	0.513	0.513
GRM1	SLC32A1	4442566	4433019	9606.ENSP00000354896	9606.ENSP00000217420	0	0	0	0	0.327	0	0	0.305	0.513
BPIFA3	RIBC1	4444565	4444537	9606.ENSP00000364603	9606.ENSP00000364476	0	0	0	0	0	0	0	0.513	0.513
PPP3CA	PDE4D	4446333	4441530	9606.ENSP00000378323	9606.ENSP00000345502	0	0	0	0	0.209	0.326	0	0.161	0.513
SOX10	MOG	4446610	4444794	9606.ENSP00000380093	9606.ENSP00000366095	0	0	0	0	0.188	0	0	0.424	0.513
CXCL8	SEMA3A	4438229	4435593	9606.ENSP00000306512	9606.ENSP00000265362	0	0	0	0	0	0	0	0.513	0.513
PLP1	ERMN	4451549	4446666	9606.ENSP00000481006	9606.ENSP00000380453	0	0	0	0	0.255	0	0	0.373	0.513
CST3	LRP2	4446810	4435321	9606.ENSP00000381448	9606.ENSP00000263816	0	0	0	0	0	0	0	0.513	0.513
EPHA5	FOS	4451522	4438204	9606.ENSP00000480763	9606.ENSP00000306245	0	0	0	0	0	0.080	0	0.493	0.513
SATB2	ZHX2	4448158	4438948	9606.ENSP00000401112	9606.ENSP00000314709	0	0	0	0	0.056	0	0	0.505	0.513
ISLR2	MRAP2	4442666	4434568	9606.ENSP00000355402	9606.ENSP00000257776	0	0	0	0	0	0.513	0	0	0.513
KLF4	THY1	4444433	4436571	9606.ENSP00000363804	9606.ENSP00000284240	0	0	0	0	0	0	0	0.513	0.513
NKX6-2	PCSK1	4443128	4438382	9606.ENSP00000357581	9606.ENSP00000308024	0	0	0	0	0.058	0	0	0.503	0.512
KIAA1211L	LMAN1L	4446741	4438588	9606.ENSP00000380996	9606.ENSP00000310431	0	0	0	0	0.112	0	0	0.474	0.512
SYT2	PVALB	4442848	4432927	9606.ENSP00000356236	9606.ENSP00000216200	0	0	0	0	0.175	0	0	0.433	0.512
BCL11B	CALB1	4441965	4435604	9606.ENSP00000349723	9606.ENSP00000265431	0	0	0	0	0.061	0.080	0	0.481	0.512
GRM1	GABRB2	4442566	4436144	9606.ENSP00000354896	9606.ENSP00000274547	0	0	0	0	0.349	0	0	0.280	0.512
PRKCE	EGR1	4438196	4433758	9606.ENSP00000306124	9606.ENSP00000239938	0	0	0	0	0.062	0.054	0	0.494	0.512
CALB2	CHGA	4438327	4432969	9606.ENSP00000307508	9606.ENSP00000216492	0	0	0	0	0.113	0	0	0.473	0.512
KCND2	GABRA6	4440459	4436143	9606.ENSP00000333496	9606.ENSP00000274545	0	0	0	0	0.333	0	0	0.299	0.512
PRKAR1B	CAP2	4447267	4433486	9606.ENSP00000385749	9606.ENSP00000229922	0	0	0	0	0.371	0.185	0	0.125	0.512
PRDM8	MECOM	4440984	4435476	9606.ENSP00000339764	9606.ENSP00000264674	0	0	0	0	0	0.050	0	0.507	0.512
PAK3	ARHGEF4	4442408	4439086	9606.ENSP00000353864	9606.ENSP00000316845	0	0	0	0	0.165	0.306	0	0.225	0.512
SRC	BAG3	4444215	4443254	9606.ENSP00000362680	9606.ENSP00000358081	0	0	0	0	0	0.102	0	0.479	0.512
LCP1	CD74	4446831	4432583	9606.ENSP00000381581	9606.ENSP00000009530	0	0	0	0	0.232	0	0	0.390	0.512
SRC	GRM1	4444215	4442566	9606.ENSP00000362680	9606.ENSP00000354896	0	0	0	0	0.061	0.366	0	0.247	0.512
TNFRSF25	TNFRSF1A	4444941	4432688	9606.ENSP00000367013	9606.ENSP00000162749	0	0	0	0.672	0	0.379	0	0.670	0.512
ETV1	BCL11B	4448357	4441965	9606.ENSP00000405327	9606.ENSP00000349723	0	0	0	0	0	0.064	0	0.500	0.512
TEAD4	IGFBP1	4442300	4436188	9606.ENSP00000352926	9606.ENSP00000275525	0	0	0	0	0.065	0	0	0.499	0.512
ALDH1A1	KIT	4437436	4436763	9606.ENSP00000297785	9606.ENSP00000288135	0	0	0	0	0	0	0	0.511	0.511
MGAM	GLRB	4450229	4435432	9606.ENSP00000447378	9606.ENSP00000264428	0	0	0	0	0	0	0	0.511	0.511
